id,tournament_id,user_id,team_id,participant_name,participant_type,seed,status,joined_at,eliminated_at
24853997-8ae3-474a-8bac-8e6257a210d6,af73988e-77c4-497c-b58b-c85171beb835,,,Jacob,manual,1,active,2025-09-12 12:59:22.457331+00,
